ticket,time,author,field,oldvalue,newvalue
33,23:39:55-05:00,jpedersen,comment,1,"http://neo4j.com/docs/api/python-driver/current/

There are some issues with the documentation at the site.  After obtaining a result, it can only be processed once.  It is consumed in a loop such as:

  result = tx.run(""MATCH (a:Person) return a"")
  for record in result:
     <do something with record>

After this loop is done, the result is gone.  So ... be aware of this.

"
3,11:12:53-05:00,wcampbel,comment,14,WSC to publish delta release today (s/p creation of observables for histo type by organ system)
9,11:20:55-05:00,wcampbel,comment,28,"JRC to review Yesh's work.  On hold until JRC returns for additional edits/config.

JGP still to work on modifiers to Klann/Murphy"
19,11:27:04-05:00,wcampbel,comment,6,"JAMIA accepted wonky manuscript

JGP working on RxNorm paper

9/20 due date for Spring AMIA.  ??? on manuscripts"
20,11:48:46-05:00,wcampbel,comment,14,"1.  PC/WSC to investigate.
2.  WSI to get SCTID's for all Path Dx metadata nodes by today???
3.  WSC to publish NE Lex with melanoma and Path Dx nodes.
4.  JGP to install NE lex into prod and test and dev
5.  WSC to publish NEC meta paths to JGP and PC"
32,11:50:59-05:00,wcampbel,comment,5,Yesh to email Capricorn and determine if changes needed to tables
37,11:56:58-05:00,wcampbel,comment,1,GO should be ready to test this week.
37,11:57:32-05:00,wcampbel,description,"Reporting of molecular path data to graph via HLZ, JSON","Reporting of molecular path data to graph via HL7, JSON"
37,11:57:32-05:00,wcampbel,comment,2,
9,11:06:44-05:00,wcampbel,comment,29,"Yesh's work still on hold until JRC's review upon his return from holiday

JGP to do this week."
35,11:11:59-05:00,wcampbel,comment,2,"Meeting was successful.  Import worked on limited data set.  Viewed in flow sheet.  Susan Griffith at NM lab IT working on it

Copath will need to change interface to manage LOINC codes in OBX 3.1 OR EPIC will need to accommodate SNOMED CT in OBX 3.1"
36,11:12:56-05:00,wcampbel,comment,1,No issue.  Centered on consult cases where no parts would be in house.
36,11:13:12-05:00,wcampbel,status,new,closed
36,11:13:12-05:00,wcampbel,resolution,,fixed
36,11:13:12-05:00,wcampbel,comment,2,
32,11:14:10-05:00,wcampbel,comment,6,Yesh waiting to hear from Capricorn if distribution files acceptable.
13,11:15:01-05:00,wcampbel,comment,12,Jay and Phil to interview candidates this week and inform WSC regarding impressions.
20,11:34:43-05:00,wcampbel,comment,15,"WSC - Created SNOMED CT codes for all malignant histology type questions.  Published on Saturday night including full NE Lexicon update.
  
WSC - reviewed all cases in NE CARES without synoptic data.  Encoded answers.  Will review with Geoff Talmon tomorrow to finalize.  Then, will add to NE CARES with Jay's ""canned"" query.

JGP - scripts ready for review.  OK'd by PC and WSC.  Jay to run test scripts on dev today for review.   Will share with PC.

JGP to load new NE Lexicon tomorrow.

WSC to complete GUI_meta worksheet by Wednesday."
33,09:16:33-05:00,jpedersen,priority,major,minor
33,09:16:33-05:00,jpedersen,comment,2,
9,10:37:13-05:00,jpedersen,comment,30,"JGP investigation (concludes that nothing additional needs to be sent for DIAGNOSIS)

I believe that we do not need to send anything further related to the DIAGNOSIS metadata to Harvard, per the following:

SCHILS METADATA already includes modifier metadata for the condition status values of Active, Resolved and Inactive.  They use the following MODIFIER_CD values to indicate this:

{{{
CONDITION_STATUS:AC -- Active
CONDITION_STATUS:IN -- Inactive
CONDITION_STATUS:RS -- Resolved
}}}

This can be found by the following query of the SCILHS metadata:
{{{
select * from SCILHS_METADATA where m_applied_path<>'@' and M_APPLIED_PATH like '\PCORI\DIAGNOSIS\%' and c_basecode like 'CONDITION_STATUS%'
}}}

These correspond to the metadata codes that we had defined for Active, Resolved and Deleted:
{{{
DX|PROB:ACTIVE
DX|PROB:DELETED
DX|PROB:RESOLVED
}}}

I believe that they do not need these definitions, as they already have modifier metadata for these semantics.  The difference from theirs and ours is the specific MODIFIER_CD values which are used when publishing the Problem List facts.

We may want to change our codes match theirs in our i2b2 ETL for PROBLEM LIST and in our PROBLEM LIST metadata.
"
9,10:37:13-05:00,jpedersen,_comment0,"JGP investigation and fixing of this issue is still in progress, to complete this week.

It was determined that there should be 3 modifier metadata items related to SNOMED CT diagnoses -- for ACTIVE, RESOLVED and DELETED.  These were not delivered to Jeff Klann and Sean Murphy on July 2 when the DIAGNOSIS metadata was sent to them.

Specifically, this is for MODIFIER_CD values in the facts of
{{{
DX|PROB:ACTIVE
DX|PROB:DELETED
DX|PROB:RESOLVED
}}}

These need to be applied to the following paths in SCHILS DIAGNOSIS

{{{
\PCORI\DIAGNOSIS\SM\%
}}}

This will be sent to Harvard this week.
",1503935630049275
9,10:37:13-05:00,jpedersen,_comment1,"JGP investigation (concludes that nothing additional needs to be sent for DIAGNOSIS)

I believe that we do not need to send anything further related to the DIAGNOSIS metadata to Harvard, per the following:

SCHILS METADATA already includes modifier metadata for the condition status values of Active, Resolved and Inactive.  They use the following MODIFIER_CD values to indicate this:

{{{
CONDITION_STATUS:AC
CONDITION_STATUS:IN
CONDITION_STATUS:RS
}}}

This can be found by the following query of the SCILHS metadata:
{{{
select * from SCILHS_METADATA where m_applied_path<>'@' and M_APPLIED_PATH like '\PCORI\DIAGNOSIS\%' and c_basecode like 'CONDITION_STATUS%'
}}}

These correspond to the metadata codes that we had defined for Active, Resolved and Deleted:
{{{
DX|PROB:ACTIVE
DX|PROB:DELETED
DX|PROB:RESOLVED
}}}

I believe that they do not need these definitions, as they already have modifier metadata for these semantics.  The difference from theirs and ours is the specific MODIFIER_CD values which are used when publishing the Problem List facts.

We may want to change our codes match theirs in our i2b2 ETL for PROBLEM LIST and in our PROBLEM LIST metadata.
",1503935681591977
9,11:05:23-05:00,wcampbel,comment,31,JRC/JMcClay need to weigh in on Jay's proposed approach.
37,11:07:12-05:00,wcampbel,comment,3,"PC to finish setting up receivers on .94 and also stream/store data in folders (PC working to complete).

Once complete, PC will coordinate with GO to start testing.  To do/complete today, 8/28."
32,11:09:04-05:00,wcampbel,comment,7,Yesh in communication with Capricorn.  Jay will weigh in and help Yesh respond to Capricorn questions.
20,11:24:53-05:00,wcampbel,comment,16,"1.  WSC produced final NE Lex for load to support GUI
2.  WSC has encoded all non-synoptic specimens.
3.  WSC to complete NEC-Meta Map worksheet for prod for case Dx and get to Jay.  Autoload?
4.  JGP had run de-id in dev for pat, cases, case parts and paraffin specimens.  Documented.  Can apply to prod when ready.
5.  JGP has run NEC_meata edges in dev with test worksheet for case Dx.
6.  JGP developed 8 test queries.
7.  Phil to review 8 test queries
8.  JGP to load NE Lex in prod and test and dev today
"
39,12:48:08-05:00,jpedersen,status,new,assigned
39,12:48:08-05:00,jpedersen,owner,wcampbel,jpedersen
39,12:48:08-05:00,jpedersen,comment,1,
39,12:48:42-05:00,jpedersen,description,"We need to load the latest NE Lexicon full release into TEST and PROD.
It has all the necessary ObjectConcepts to support NEC_Meta nodes.

Location in BOX:
{{{
SNOMED_CT_release files\SnomedCT_Release_INT_20170825-0908.zip
}}}
","We need to load the latest NE Lexicon full release into TEST and PROD.
It has all the necessary {{{ObjectConcepts}}} to support NEC_Meta nodes.

Location in BOX:
{{{
SNOMED_CT_release files\SnomedCT_Release_INT_20170825-0908.zip
}}}
"
39,12:48:42-05:00,jpedersen,comment,2,
39,12:49:09-05:00,jpedersen,description,"We need to load the latest NE Lexicon full release into TEST and PROD.
It has all the necessary {{{ObjectConcepts}}} to support NEC_Meta nodes.

Location in BOX:
{{{
SNOMED_CT_release files\SnomedCT_Release_INT_20170825-0908.zip
}}}
","We need to load the latest NE Lexicon full release into TEST and PROD.
It has all the necessary {{{ObjectConcept}}} codes to support NEC_Meta nodes.

Location in BOX:
{{{
SNOMED_CT_release files\SnomedCT_Release_INT_20170825-0908.zip
}}}
"
39,12:49:09-05:00,jpedersen,comment,3,
9,11:25:57-05:00,wcampbel,comment,32,"RXNorm - Jay working on NLM history files and processing. Jay/JRC are building history references as NLM's version was incomplete.

LOINC - Yesh loaded into observables node.  JRC to review and compare to Klann's hierarchy.

SNOMED - No change.  Use July 2017 release, US extension and NE Lexicon.  Clinical findings and situations.  Yesh to complete for most recent release of SNOMED by 10/1."
35,11:30:16-05:00,wcampbel,comment,3,"WSC adding/curating LOINC, SNOMED and Copath crosswalk done by today."
37,11:44:04-05:00,wcampbel,comment,4,WSC/JGP/PC to address this week.  Exemplar to JRC for UGM
32,11:56:44-05:00,wcampbel,comment,8,"Yesh completed.  Capricorn ok with release.  Now, NDC history files need to be built similar to what is required for SCILHS"
39,12:09:40-05:00,wcampbel,comment,4,Completed.
30,12:12:54-05:00,wcampbel,comment,4,WSC to do this sweek
9,14:36:59-05:00,jpedersen,comment,33,"RXNORM information:

!RxNorm history files dating back to 2005:
https://www.nlm.nih.gov/research/umls/rxnorm/docs/rxnormfiles.html

NLM's !RxNorm history API:
https://rxnav.nlm.nih.gov/RxcuiHistoryAPIs.html#"
9,14:36:59-05:00,jpedersen,_comment0,"RXNORM information:

RxNorm history files dating back to 2005:
https://www.nlm.nih.gov/research/umls/rxnorm/docs/rxnormfiles.html

NLM's RxNorm history API:
https://rxnav.nlm.nih.gov/RxcuiHistoryAPIs.html#",1505763459650171
39,13:51:54-05:00,jpedersen,status,assigned,closed
39,13:51:54-05:00,jpedersen,resolution,,fixed
39,13:51:54-05:00,jpedersen,comment,5,
9,12:25:08-05:00,wcampbel,comment,34,"Yesh to review CBC with and w/o diff models.  No diff data.

Jay to write up documentation on how to run/execute load scripts, and metadata.  Yesh to attempt to execute.  Must be done, validated and prod ready by 10/31.  To be shared at AMIA on 11/5"
35,12:27:50-05:00,wcampbel,comment,4,"Meeting on Thursday with EPIC/UNMC team.  AP cases.  All cross walk work done.  String issues with Copath to be discussed.

WSC/JRC to meet with Lancaster to discuss load of MP data into EPIC."
3,12:29:58-05:00,wcampbel,comment,15,JRC to review terminology inventory.  WSC to review vs. COPATH
26,12:44:21-05:00,wcampbel,status,new,closed
26,12:44:21-05:00,wcampbel,resolution,,duplicate
26,12:44:21-05:00,wcampbel,comment,9,
37,12:56:59-05:00,wcampbel,comment,5,Observables must submitted to RII for LOINC codes
9,11:10:20-05:00,jpedersen,comment,35,"LOINC load still to do.  Work on SHRINE load to Postgres occurred last week, but issues determined with duplicate keys for the OBSERVATION_FACT table.  GPC wants SHRINE by Monday, per meeting of Carol Geary with GPC personnel.  Metadata needs to be available (SCILHS) in two weeks -- Medications and Labs (Jay and Yesh)."
3,11:16:36-05:00,jpedersen,comment,16,"JRC contacted Swap last week to obtain needed codes, call with them this Wed morning.  

NEXT: Wed morning meeting.  WSC and JRC to meet Tuesday morning as well."
13,11:24:15-05:00,jpedersen,comment,13,"Nick Staffend started today (Oct 9, 2017).  Working on training in Blackboard.  Waiting on computer, has been ordered.  Needs to go through CITI training to allow work on systems with PHI."
19,11:34:16-05:00,jpedersen,comment,7,"JRC,JGP -- Started communications last week with Olivier Bodenreider concerning updating the previous paper with historicity information being provided by NLM APIs.

WSC,JRC -- Manuscript on implementing molecular pathology, WSC started paper about 6 mo ago, has received feedback from Greiner and others.  JRC to review.  From sequencer to EHR -- thrust of paper.

Spring AMIA podium abstracts -- two submitted, WSC and JGP+BG+etal.

IDea CTR meeting on Oct 23 -- JGP to present poster.
  "
20,11:38:55-05:00,jpedersen,comment,17,"Meteor app was down, JGP restarted this morning.

NEXT STEP:  Need to investigate if the app is starting on system boot.  JGP and Phil.

Upcoming date: due for usage by Geoff Tolman on Oct 25.

Geoff Tolman agreed to video demonstration of using reporting capabilities, online video.

WSC -- ask Geoff for use cases to demonstrate in video.

Wed mtg -- discuss roles for users, may be able to implement by Oct 25.
"
20,11:38:55-05:00,jpedersen,_comment0,"Meteor app was down, JGP restarted this morning.

NEXT STEP:  Need to investigate if the app is starting on system boot.  JGP and Phil.

Upcoming date: due for usage by Geoff Tolman on Oct 25.

Geoff Tolman agreed to video demonstration of using reporting capabilities, online video.

WSC -- ask Geoff for use cases to demonstrate in video.
",1507567191797346
30,11:45:45-05:00,jpedersen,comment,5,"JRC -- folding in CDA to this item, so not done yet.

WSC -- sending email re:CDA, after discussions with JRC"
30,11:45:45-05:00,jpedersen,_comment0,"JRC -- folding in CDA to this item, so not done yet.",1507567586911008
29,11:49:20-05:00,jpedersen,comment,11,HL7 messages to be put into database for ETL by JRC.  Phil to work on that.  Synoptic data from copath to be dropped into MySQL.
32,11:51:56-05:00,jpedersen,comment,9,"Will be created after updated SCILHS Medications work, to have complete RXCUI and NDC codes.

NEXT: metadata build for RxNorm is occurring this week."
35,11:54:27-05:00,jpedersen,comment,5,WSC will attempt to meet with Lancaster tomorrow.
35,08:38:38-05:00,wcampbel,comment,6,WSC coordinating time to meet with Brian Lancaster.  Brian would like to discuss f2f
9,11:26:25-05:00,wcampbel,comment,36,"SNOMED - WSC/JRC to review RF2 from Snowowl.  Yesh sees issues with observable entity concepts missing.  Once resolved, Yesh to correct and test install procedures. (Clinical findings, events and situations); Lab observables

RxNorm - 1) tooltips;, 2) New NLM API; 3) HCPCS (JRC to review Bodenreider comments and commnunicate to JGP: 4) Check for completeness;

Create CSV files for all rxnorm, snomed and labs(loinc)

WSC to reach to Musen to discuss distribution details...assuming success"
20,11:29:11-05:00,wcampbel,comment,18,Demo to Pathology on Thursday.  Add security level functionality for identified and deid data.
37,11:33:12-05:00,wcampbel,comment,6,"Phil to reprocess the data from GO to test for validation.  Once validated, turn on for production and upon trigger events (i.e., as cases signed out)

Need to verify with RITO our disc space is sufficient on prod"
3,11:34:53-05:00,wcampbel,comment,17,WSC will load Copath with NE Lexicon id's for production by 11/1 or sooner
4,11:36:51-05:00,wcampbel,comment,10,No new development for next two weeks.  JRC relocating to the Rocky Mountains.
32,11:40:05-05:00,wcampbel,comment,10,Yesh waiting on new RxNorm and NDC build and will rebuild for Capricorn
9,11:33:26-05:00,wcampbel,comment,37,"1. SNOMED CT (Dx, events, situations) loaded, Jay has csv file for transfer to NCBO.

2. RxNorm (Jay, added tool tips with NDC, NDF-RT hints, links).  Needs to work on historicity component with NDC/RxNorm

3. LOINC/Observables - almost done.  Tool tips needed.  Adding panels"
37,11:36:57-05:00,wcampbel,comment,7,"SC to validate results in NE CARES test from import.

Curate dx and disorder SCTID's"
32,11:39:46-05:00,wcampbel,comment,11,No change
20,11:47:52-05:00,wcampbel,comment,19,"PHIL to JAY/SCOTT
I wanted to finish the changes requested by Geoff and company, but after making the necessary changes was not finding any results, and uncovered a few issues.
 
NECARES was never updated to add any deidentified fields when adding data
Mirth processing for loading synoptic reports does create patients, cases, and links to case parts, but does nothing with deidentified data
When you created deidentified fields in the existing product, ParaffinSpecimen, that contains case, patient, and case part type, was not deidentified
 
NECARES will create ParaffinSpecimen, but makes no attempt to link the tissue specimen with a patient record, by design, as typically patient information is not known. I also don’t remember any discussion about linking the paraffin specimen to a patient record, but it seems to me we should not be putting patient and case information in ParaffinSpecimen, and if necessary creating a patient record and link the patient record to the ParaffinSpecimen..
 
I found the nodes (NEC_DeidSequence) you created to keep track of the next sequence number, so I will need to update NECARES, but we do need to decide if NECARES should create patient records. I hate to have information in multiple locations.
 
Let me know your thoughts."
41,14:44:28-06:00,jpedersen,status,new,closed
41,14:44:28-06:00,jpedersen,resolution,,wontfix
41,14:44:28-06:00,jpedersen,comment,1,"Moved to NE CARES TRAC, ticket #29."
42,14:47:03-06:00,jpedersen,status,new,closed
42,14:47:03-06:00,jpedersen,resolution,,duplicate
42,14:47:03-06:00,jpedersen,comment,1,"Moved to NE CARES TRAC, ticket #30."
34,14:54:19-06:00,jpedersen,status,assigned,closed
34,14:54:19-06:00,jpedersen,resolution,,duplicate
34,14:54:19-06:00,jpedersen,comment,2,"Moved to GRAPHDB TRAC, ticket #2."
33,14:57:00-06:00,jpedersen,status,assigned,closed
33,14:57:00-06:00,jpedersen,resolution,,duplicate
33,14:57:00-06:00,jpedersen,comment,3,"MOved to GRAPHDB TRAC, ticket #3."
38,14:59:19-06:00,jpedersen,status,assigned,closed
38,14:59:19-06:00,jpedersen,resolution,,duplicate
38,14:59:19-06:00,jpedersen,comment,1,"Moved to NE CARES TRAC, ticket #31."
43,10:26:12-06:00,jpedersen,comment,1,"Historical comments from i2b2 TRAC, duplicate ticket #385

comment:7 Changed 9 months ago by jmcclay
Jay-Install to i2b2 
If working well copy to Babel to inform GPC
Ask for comments
Confer with J Klann as to where to expose to SCILHS community

comment:8 Changed 8 months ago by jmcclay
Finishing Meds
Labs next

comment:9 Changed 8 months ago by campbell
Medication modifiers installed per SCILHS+. ETL revision to procedure HERONLOADER.OBS_FACT_UNMC_RX_DISP_PROCN encounters this error on execution:
[Error] Script lines: 1-10 -------------------------
ExecuteCallableQuery?: Execute: ORA-28500: connection from ORACLE to a non-Oracle system returned this message:
[Oracle][ODBC SQL Server Wire Protocol driver][Microsoft SQL Server]Cannot drop the table 'OBS_FACT_RX_DISPENSE_REPORTS', because it does not exist or you do not have permission. {42S02,NativeErr? = 3701}
ORA-06512: at ""HERONLOADER.OBS_FACT_RX_UNMC_DISP_PROCN"", line 18
ORA-06512: at line 2 

comment:10 Changed 8 months ago by jmcclay
RxNORM metatdata in place
modifiers being tested

comment:11 Changed 8 months ago by campbell
RXNORM metadata has open issue with ingredient; will discuss with GPC Tuesday

comment:12 Changed 8 months ago by campbell
YN reviewing and planning code build for Lab metadata

comment:13 Changed 7 months ago by jmcclay
Medications finished - awaiting q/a by Jeff K

comment:14 Changed 7 months ago by jmcclay
Milestone:	→ SCILHS - SHRINE

comment:15 Changed 7 months ago by jmcclay
Part of Bret's assignment for procedures. 

comment:16 Changed 5 months ago by jmcclay
work started on diagnosis portion
Need to clean up procedures (ICD9 and CPT are not displaying)

comment:17 Changed 5 months ago by jmcclay
Diagnosis finished with addition of SNOMED CT problem codes
Implemented with a transitive closure table (because i2b2 metadata design does not deal with poly hierarchies)
Need to share with Jeff Klann
CPT is licensed by AMA

comment:18 Changed 5 months ago by jmcclay
Jeff Klan responded today
Just sent Diagnosis (SMOMED) metadata to Jeff today
2 versions Transitive closure and concept path
Also need to get metadata together for MEDS. Ours is much expanded.

comment:19 Changed 4 months ago by jpedersen
A problem was discovered with the Diagnosis (SNOMED) metadata previously sent to Jeff Klann. 
This was determined on Friday, June 30.
A fix for the issue was created two days later on Sunday, and sent to Jeff Klann on the same day (Sunday July 2). This metadata is based on using the concept_dimension, which is more in keeping with the rest of the SCILHS metadata.
NOTE: The results of several queries involving all 3 SNOMED hierarchies relating to diagnosis (findings, events, situations) were compared to the results of a transitive-closure based version of the same information. The results matched in all tested cases.

comment:20 Changed 4 months ago by jmcclay
Updated medication metadata with the addition of modifers
Sent to Jeff Klan
Fixed slow opening in 982b2 with an H level index
Meeting scheduled for Aug 2 with Harvard

comment:21 Changed 3 months ago by jmcclay
No current activity
1) Snow/Shrine? agreement
2) get Harvard to agree on expanded metadata
3) RxNorm? historical codes missing
Create RxNorm? history file from all past releases in order to get coverage - Yesh
Aug 2 mtg with Harvard - need documentation on metadata path proliferation
same code in multiple hierarchies
Need to complete report and upload to ticket
Need documentation on metadata structures - Jay and Yesh

comment:22 Changed 3 months ago by jmcclay
Awaiting J Klan response on RxNorm?.

comment:23 Changed 2 months ago by jmcclay
Chase down comprehensive RxNorm? Codes - jmcclay will query HL7 participants

comment:24 Changed 6 weeks ago by jmcclay
NDC codes are 99%+ complete

comment:25 Changed 5 weeks ago by jmcclay
Owner:	changed from campbell to ashok.mudgapalli@unmc.edu

comment:26 Changed 5 weeks ago by jmcclay
Dr. Campbell will contact Tony French, loop in RITO.

comment:27 Changed 3 weeks ago by jmcclay
Owner:	changed from ashok.mudgapalli@unmc.edu to Jay.Pedersen@unmc.edu

comment:28 Changed 3 weeks ago by jmcclay
Medications in progress - updating ndc/rxnorm mapping process based on new NLM API - Jay
Labs - building ontology based on new RF2 file - Yesh due for AMIA
Latest Neb Lexicon
Also defining groupers

comment:29 Changed 2 weeks ago by campbell
1) LOINC initial build completed; editing for contenht
2) RXNORM still short of codes; testing new NDC API; J-codes pending
3) SNOMED CT done

comment:30 Changed 3 days ago by jpedersen
↳ Reply   ✎ Edit
Summary:	Enhance, install and test SCILHS metadata 2.20+ → SCILHS Medications Metadata -- should have complete historical set of RXCUI orderable drugs"
9,11:09:38-06:00,wcampbel,due_date,,
9,11:09:38-06:00,wcampbel,comment,38,"Jay will update the SNOMED CT for US release by Wednesday am.  

JRC/WSC to discuss with Jeff Klann on Wednesday, and with Mark Musen thereafter for NCBO distribution."
37,11:25:03-06:00,wcampbel,due_date,,
37,11:25:03-06:00,wcampbel,comment,8,Phil is free to proceed with moving GO data into production NE CARES
13,11:26:01-06:00,wcampbel,due_date,,
13,11:26:01-06:00,wcampbel,comment,14,"JRC, WSC, NS to meet to discuss this week."
43,11:28:30-06:00,wcampbel,comment,2,Jay to work on this week.  Need to complete for SCILHS release
29,11:33:26-06:00,wcampbel,due_date,,
29,11:33:26-06:00,wcampbel,comment,12,Jay/Yesh to develop a plan to load into i2b2 AFTER all SCILHS metadata work is done
32,11:36:47-06:00,wcampbel,due_date,,
32,11:36:47-06:00,wcampbel,comment,12,Yesh to process historical data and prepare for release.  Yesh to coordinate with Jay
9,11:16:19-06:00,campbell,comment,39,"Review of metadata in MEDICATIONS showed complete list of RXCUI and NDC codes for RCR research file. 
LOINC lab metadata concluded.
DIAGNOSES updated with latest SNOMED CT and Nebraska lexicon"
44,11:42:37-06:00,jpedersen,comment,1,"The SCILHS DIAGNOSIS metadata has been updated from the NE Lexicon Nov 13 RF2 and sent to Jeff Klann at Harvard for review (sent Friday, Nov 17, 2017)."
44,11:42:37-06:00,jpedersen,_comment0,The SCILHS DIAGNOSIS metadata has been updated from the NE Lexicon Nov 13 RF2 and sent to Jeff Klann at Harvard for review.,1511199777201918
43,11:44:45-06:00,jpedersen,comment,3,"Work in progress.  Received comprehensive list of RXNORM codes on Nov 1, 2017 from Lee Peters at the NLM, as directed by Olivier Bodenreider.  We are processing this information and working on determining the the ingredients and NDC codes of the historical codes."
20,11:45:38-06:00,jpedersen,due_date,,
20,11:45:38-06:00,jpedersen,comment,20,Developing metadata for Cancer Stage and Grade properties.
43,13:15:05-06:00,jmcclay,comment,4,This is blocking RCR data load into i2b2
9,09:25:40-06:00,campbell,comment,40,"Hi Jim,

I spent a chunk of time examining the list of 19,462 ""Never Active"" orderable drugs
from the comprehensive history file from the NLM (Nov 1, 2017).  I can tie 18,813
of them to ingredients by parsing the names.  I cant do that for 649 of them.
Of the 90 codes we were missing, 79 belong in the set of 18,813 which can be tied
to ingredients.  10 belong to the set of 649 that cant be tied to an ingredient.

One code, 853442, was a different code type altogether -- type OCD
(code 853442, Testotop TTS 15mg transdermal patch).  That code has 24 occurrences in our fact table.

I did not dig any further into NDC codes yet.

DETAILS

Using the parsing heuristic suggested by Olivier, I was able to tie 18,813
of these to one or more ingredients.  That is, by parsing the drug name to
extract its ingredient ... and then performing an exact match against
the known ingredient names.

That means that 649 could not be tied to ingredients using the heuristic that I coded,
extending what Olivier suggested somewhat.

Consider the 90 RXNORM codes from our fact table which did not map to our metadata.

Of these:
  79 are in the set of 18,813 'never active' drugs that I could tie to a known ingredient
  10 are in the set of 649 which I could not tie to an ingredient
   1 was not an orderable drug at all, by our rule of SCD,SBD,GPCK,BPCK, it was of type 'OCD', code 853442

The OCD codes are another can of worms.

This particular code, in the history file, has the following definition:

853442 Never Active
Testotop TTS 15mg transdermal patch OCD
72009 72009

So ... we have to discuss, how to deal with these codes ... or if we are going to deal with them.

I can incorporate the 18,813 into our existing structure ... by ingredient.  I can't do that for the 649.

We could create a 'Never Active' section in the metadata to accomodate them.
"
9,09:50:22-06:00,campbell,comment,41,"I propose for resolution:
1) All 'never active' codes we include in metadata should be flagged as such, like you have done for 'retired'.  Dates of first reference should be included if we can get them.
2) We should focus on complete metadata for all codes we have in our database.  Pass me the 11 codes (10 SBD/SCD and one OCD) that could not be mapped to an ingredient and I will do that by hand with references back to you for our history file.
3) The large number of 'never active' codes that you mapped to ingredient should be handed to me for brief quality check and then we should include them in our metadata as history since other sites may have employed them.  All others that could not be parsed and mapped should be placed in a bucket in the 'ingredient' schema under 'Undocumented ingredient' so that we can verify their status if they come up in future queries.
4) The 'Testotop' brand of OCD should be mapped to RXCUI 10379 as ingredient and placed in our metadata as soon as we know what an 'OCD' might be.
"
9,10:18:04-06:00,campbell,comment,42,"I notice that NDCs for SBD and SCD are all mapped together and that SBD are not labeled with the brand name.  Although the use cases for searching for branded drugs excluding generics is rare, I think the hierarchical organization could be better here, with NDCs for branded products only pointing to SBD/BPCK and with the branded clinical drugs including their brand name."
9,10:33:31-06:00,campbell,comment,43,We have 2.3M NDC facts - dispense and administration events not  within our metadata.  These need to be organized in metadata hierarchy for SCILHS.
9,11:22:28-06:00,wcampbel,comment,44,"1. 6500 NDC codes without a map to the ingredient.  (Jay to assemble codes and communicate to JRC via ticket.  JRC to compare with First Data/EPIC load.) Today

2. Jay to contact Olivier B. about item #1. Today

3. JGP Move ahead without ""Never used"" ingredients that we cannot find maps for ~ 600. During week.

4. Observables (metadata XML)...Yesh to see if Brett is working on this.  (ranges, values of results)

5. ICD10-PCS, SNOMED CT, CPT4, HCPCS, ICD-9-CM are required for metadata layer for SCILHS  (Take current UNMC content and SCILHS content and merge for a comprehensive procedure metadata file release) - YESH  (See ticket in i2b2 573)"
43,11:23:37-06:00,wcampbel,comment,5,See ticket #9
44,11:25:15-06:00,wcampbel,comment,2,"Jay to confirm that it is done.  If not, he will complete."
35,11:31:30-06:00,wcampbel,due_date,,
35,11:31:30-06:00,wcampbel,comment,7,"Epic needs to provide input on use of single LOINC term with differing uses across CAP worksheets.

Next meeting is Thursday.

"
35,11:31:54-06:00,wcampbel,priority,major,blocker
35,11:31:54-06:00,wcampbel,comment,8,
29,11:33:42-06:00,wcampbel,comment,13,"No action.  SCILHS work not complete, yet"
40,11:41:25-06:00,wcampbel,due_date,,
40,11:41:25-06:00,wcampbel,comment,1,"1. Separate modules (pathology preview/synoptic lexicon/clinical lexicon) for independent release/sharing.

2. JRC to complete NIN prior to sharing content.

3. Timeline to Ian Green with updated I&E document.

4. WSC to share selected I&E models with Pathologists as part of CSRWG."
13,11:49:19-06:00,wcampbel,comment,15,"1.  Creation of maps for SQ data expressed only in NL.  Example: specimen source.

2.  Document use case shared with NS in a sharable format for NS to discuss at Wednesday ICON meeting. SC to share and discuss with KUbben, TVanSchooneveld, PFey"
45,11:52:37-06:00,wcampbel,comment,1,"NS, JRC and SC to fold this work into the ELIRT DB build"
9,12:07:37-06:00,jpedersen,comment,45,"It is possible that when we install metadata for the ""never active"" rxnorm drug codes, that they will be associated with some of the missing 6554 NDC codes.  We will know that by the end of the week."
9,12:07:37-06:00,jpedersen,_comment0,"Attachment added for 6500 NDC codes which are missing metadata -- ""the_6554_ndc_facts<snip>.xlsx""",1512417924692364
46,10:14:41-06:00,jpedersen,comment,1,"Q: Semantic details of the WITH statement.

Looking for documentation that details exactly when the WITH statement is needed and its exact semantics.

What causes NEO4J variables to be dropped from scope?

How do MATCH and OPTIONAL MATCH affect variable scope?"
46,10:16:55-06:00,jpedersen,comment,2,"Q: Analog of GROUP BY and HAVING clauses of SQL.

We believe there is a tie-in with the count expression, but would like to know if there is an exact methodology for replicating GROUP BY functionality in CYPHER."
46,10:19:01-06:00,jpedersen,comment,3,"Q: Queries with many MATCH and OPTIONAL MATCH statements.  What happens if a MATCH in the middle does not find any matching nodes or edges?

For example

MATCH (a:dkdkdkdkdk)
RETURN 'something'

This does not return 'something', the result appears to be an empty list.  Does the RETURN statement in this CYPHER not execute due to the MATCH ""failure""?
"
46,10:28:44-06:00,jpedersen,comment,4,"Q:  How to spot queries that generate a cartesian product?

Obvious case.

MATCH (a:Type1)
MATCH (b:Type2)

Does not have any tie between the two node types, so all combinations will be generated.

Would like a general outline of how to look for this issue.

"
